Title,Poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Amityville II: The Possession,https://image.tmdb.org/t/p/w500//tmSdu5bKUQUbO5kZxeUooXuuQpk.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rocketman,https://image.tmdb.org/t/p/w500//f4FF18ia7yTvHf2izNrHqBmgH8U.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
The Wedding Singer,https://image.tmdb.org/t/p/w500//zVvyTrcZQb7kC2DPDzyo25WcxXp.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Battle for the Planet of the Apes,https://image.tmdb.org/t/p/w500//dP5dYjLp5p2CG103cJMio4Nj29d.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vico C: The Life of a Philosopher,https://image.tmdb.org/t/p/w500//A3Vt6HkuNtCNuxS97oXwQiPoezt.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maggie,https://image.tmdb.org/t/p/w500//twa9gXjocLM629sJrQYVtmF306R.jpg,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
While You Were Sleeping,https://image.tmdb.org/t/p/w500//xrXUADqC2gt84BPYzNtXxAJEfbo.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Euphoria,https://image.tmdb.org/t/p/w500//Anw3eLdNVRXafpYktwRzAGd6sPW.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Killing Season,https://image.tmdb.org/t/p/w500//o55HXx21PqRcOgAaOWFz4tGMrZh.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fourth Kind,https://image.tmdb.org/t/p/w500//vfnsGUwurUQqlpvArBvUVc9rYXa.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
The Deer Hunter,https://image.tmdb.org/t/p/w500//bbGtogDZOg09bm42KIpCXUXICkh.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Psycho-Pass: Sinners of the System -  Case.1 Crime and Punishment,https://image.tmdb.org/t/p/w500//fLOIjlLr9yYfjxwmpRmyssVernW.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mirrors 2,https://image.tmdb.org/t/p/w500//gDr5TaM129kUNwXkUUZ7Cha2CNn.jpg,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Tahan,https://image.tmdb.org/t/p/w500//1Sw6z9G2dDomgYx5J3clcwZ7TMi.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuelle,https://image.tmdb.org/t/p/w500//aUYDbpjBtn7BaRokrzSJZbByJtl.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pride: A Seven Deadly Sins Story,https://image.tmdb.org/t/p/w500//9e6uYx78fpkVysqOHzzCwLGW9SF.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Soul Plane,https://image.tmdb.org/t/p/w500//b5Rzb5JUwPinllWGYUYER3OV14F.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cardcaptor Sakura: The Sealed Card,https://image.tmdb.org/t/p/w500//2HBDY7jznMuDrp8vs7BWm3FYYic.jpg,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Halloween: Resurrection,https://image.tmdb.org/t/p/w500//1mlKwbNzJCGzqe4i0ZEJtUUL290.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Lost Patient,https://image.tmdb.org/t/p/w500//tHwGtD4zT0IhKdc2JQNxHAJFGWn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
Arthur Christmas,https://image.tmdb.org/t/p/w500//sPCrGLdTMn0ud3oAJG37VDxpQfZ.jpg,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mike and Dave Need Wedding Dates,https://image.tmdb.org/t/p/w500//rK0UwpiE3PSdGahfDZLCummxMwd.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Americana,https://image.tmdb.org/t/p/w500//z1HiEB1UEfdA5fPkngekjQ2vlCC.jpg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mamma Mia! Here We Go Again,https://image.tmdb.org/t/p/w500//aWicerX4Y7n7tUwRAVHsVcBBpj2.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sex and the Central,https://image.tmdb.org/t/p/w500//lUG3bAs8BXqK7U3tkdtEH51akXJ.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Scared Shrekless,https://image.tmdb.org/t/p/w500//aAQQJhX8NqKZ7ZNDUPQQKi1wK8h.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Are We There Yet?,https://image.tmdb.org/t/p/w500//guDkMD4wrZ1BGUO7DFFBVzaiGij.jpg,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Nut Job 2: Nutty by Nature,https://image.tmdb.org/t/p/w500//xOfdQHNF9TlrdujyAjiKfUhxSXy.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Elephant Whisperers,https://image.tmdb.org/t/p/w500//rRn0Uj2WXal7FkWWyKK0bleQlOy.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Automata,https://image.tmdb.org/t/p/w500//nUEIwqzTWYvEJEcMkHZ8BAi2rL0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Ice Storm,https://image.tmdb.org/t/p/w500//3a6uLta7K8Dzojps4RoJAPHD0km.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
David and Goliath,https://image.tmdb.org/t/p/w500//a8ZE7AJO1UchOGCLe2nLR61HOpN.jpg,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Begin Again,https://image.tmdb.org/t/p/w500//qx4HXHXt528hS4rwePZbZo20xqZ.jpg,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Shark: The Beginning,https://image.tmdb.org/t/p/w500//7wj21YFXbXPO2HkKYMnYSGV6ufn.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asura,https://image.tmdb.org/t/p/w500//n5e1Lk0T8pk67m4DoGearNFeNjW.jpg,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Violence in a Women's Prison,https://image.tmdb.org/t/p/w500//2xZhQL4ZbIDPmJj4WHBMFEoQmPg.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lust, Caution",https://image.tmdb.org/t/p/w500//jyVzegbfpL6PS29hcGSyQH4eovY.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Skin Trade,https://image.tmdb.org/t/p/w500//dfXB4ZKQRINdrY3xXMyLUJrXQai.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24 Hours to Live,https://image.tmdb.org/t/p/w500//w0MXP33x1bq48TDC7IaNqQ8nxcc.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Fate/stay night: Heaven's Feel II. Lost Butterfly,https://image.tmdb.org/t/p/w500//nInpnGCjhzVhsASIUAmgM1QIhYM.jpg,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Count of Monte-Cristo,https://image.tmdb.org/t/p/w500//1sU6nwIgHCJo96xsXPuI7oAuq7a.jpg,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Priest,https://image.tmdb.org/t/p/w500//btNni3pWy3LTmckilBPxs3r8zDP.jpg,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Vicky and Her Mystery,https://image.tmdb.org/t/p/w500//u6fBXfWU7jaG0zWYiOvh1myEQC.jpg,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Cloverfield Paradox,https://image.tmdb.org/t/p/w500//vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
John and the Hole,https://image.tmdb.org/t/p/w500//rLYJ7YaVqEkF7jYbQDprmSSkWWW.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Prisoner of Love,https://image.tmdb.org/t/p/w500//yuV18ifZBy5BkLAn8H7DJqPCTSs.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Tremors 3: Back to Perfection,https://image.tmdb.org/t/p/w500//2dpgRy7ekDUNNk2FxYPkxBcG8li.jpg,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Stuck in Love,https://image.tmdb.org/t/p/w500//qw34d1M7GtE4GPf0eI8QBnUEA0T.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alien Outpost,https://image.tmdb.org/t/p/w500//dXe0HXP66DyTv6mw5pxbGq89knr.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Children of the Corn,https://image.tmdb.org/t/p/w500//jJTrFHu3rjAgP1lryKGEsC9hqyM.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Mystery of Lop Nur,https://image.tmdb.org/t/p/w500//aiPmEv3XxITXvVtNklCf7YdtqLZ.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Untold Story 2,https://image.tmdb.org/t/p/w500//nLGPHeC3T1HdUio3FU6M9ScvatQ.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bleach the Movie: Memories of Nobody,https://image.tmdb.org/t/p/w500//1QXGWJ0bsmbMUDBXXfS1RnFadkS.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The World's End,https://image.tmdb.org/t/p/w500//kpglnOBYmKn0AkkWDzGxzKHDbds.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Black Cauldron,https://image.tmdb.org/t/p/w500//act8vtlXVEizdsUf9FcKbzSERew.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Call,https://image.tmdb.org/t/p/w500//oz8hvZHg7tIdGwh0ErPRhobJKPR.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Barbie & Her Sisters in the Great Puppy Adventure,https://image.tmdb.org/t/p/w500//3ybjPWweUjPXXqIXFERgPnOQ5O3.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cocoon,https://image.tmdb.org/t/p/w500//wqNNm36j3nkucAucHEGAW5pNZcd.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Lamb,https://image.tmdb.org/t/p/w500//gP9yviboTGWGolqUZKIB1UkF1C2.jpg,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Inferno,https://image.tmdb.org/t/p/w500//dFlI0Vb4JOsRXG1JSS2Ufs6Sp8k.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Teenage Mutant Ninja Turtles III,https://image.tmdb.org/t/p/w500//fwX5RdPDBFsbEAXc46DrvRz5Bca.jpg,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Let Him Go,https://image.tmdb.org/t/p/w500//EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
The Disappearance of Haruhi Suzumiya,https://image.tmdb.org/t/p/w500//x52WmUnfpB2AB0YUNGWJZaRzcBx.jpg,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Assassins,https://image.tmdb.org/t/p/w500//guEH393qNWWh2wBJoGP7oqmjTK5.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun the Sheep: The Flight Before Christmas,https://image.tmdb.org/t/p/w500//1eh6Yv6bAU2ghHxP1zgUlMfaOR3.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lake Placid,https://image.tmdb.org/t/p/w500//35PRfKz5RlY385CeYyXPxIgLh3Z.jpg,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Tarzan & Jane,https://image.tmdb.org/t/p/w500//esRxshmD2BY1UPkiUHt7Gn2mksl.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Backdraft,https://image.tmdb.org/t/p/w500//bymJtYNIdiAiBR1LRetaJXbfryc.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Moulin Rouge!,https://image.tmdb.org/t/p/w500//2kjM5CUZRIU5yOANUowrbJcRL9L.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Chapo: El Escape Del Siglo,https://image.tmdb.org/t/p/w500//khAED7ox0Dfk4Ef5LAf6jPEe4oy.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S.W.A.T.: Firefight,https://image.tmdb.org/t/p/w500//hDeBVLKDeyavwHRPy8z5yBynNj4.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
After Porn Ends 3,https://image.tmdb.org/t/p/w500//wtbnyrnqpGgrgMZJz5rlv6q6V2c.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maverick,https://image.tmdb.org/t/p/w500//cf4L3VW5nEHIaU3pOMZSIoBQmDP.jpg,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Guns Akimbo,https://image.tmdb.org/t/p/w500//2kNnf7BwRCEm4bcFkdiE0T4U25s.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunset Boulevard,https://image.tmdb.org/t/p/w500//sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wish You,https://image.tmdb.org/t/p/w500//lvYrAUfx9DkhLVC07vD8wJQK3iA.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Fargo,https://image.tmdb.org/t/p/w500//rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gentleman Spa,https://image.tmdb.org/t/p/w500//dZsF7tshupJHywwTeGBb6qJqsdB.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Van Helsing: The London Assignment,https://image.tmdb.org/t/p/w500//2MFdzeCL2YTqbbBgiZT8e51MUGO.jpg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Hotel Rwanda,https://image.tmdb.org/t/p/w500//p3pHw85UMZPegfMZBA6dZ06yarm.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Phineas and Ferb: The Movie: Across the 2nd Dimension,https://image.tmdb.org/t/p/w500//updMFSOZwEftfkJRpozwBlRlYI2.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Where Eagles Dare,https://image.tmdb.org/t/p/w500//dnyiVS4Ad4w4rfS4Bm1YalEdonx.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Barbershop,https://image.tmdb.org/t/p/w500//up8cEgEsl2Dq5Djb9lMZYBK0s84.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Next,https://image.tmdb.org/t/p/w500//td5uOBW41ib1KGz3g1Kc33BdFyj.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
In This Corner of the World,https://image.tmdb.org/t/p/w500//9Z4H4M2F8OQTB04YC1Opds8MFBb.jpg,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
The Apocalypse,https://image.tmdb.org/t/p/w500//hOwTkAgULeJGSKWmI4C4YnWV5dD.jpg,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Wild Indian,https://image.tmdb.org/t/p/w500//yhOpkNvgW1ZzmEpR4iqxKwKKShL.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Something from Tiffany's,https://image.tmdb.org/t/p/w500//hzQV66zQHqWKRjLVphISNOqadIp.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Assassination of Jesse James by the Coward Robert Ford,https://image.tmdb.org/t/p/w500//2d1S6fJS80fvseg6mJE8eq5o7Kx.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Summer Wars,https://image.tmdb.org/t/p/w500//yHy8TrRLnuBZ4t2C0l0pSpRXVHO.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokémon the Movie: Diancie and the Cocoon of Destruction,https://image.tmdb.org/t/p/w500//t5a4J7Ctnl0w1FWg2ld0mKNvizK.jpg,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Grease 2,https://image.tmdb.org/t/p/w500//ufWc8AR5D66lwB2UZvZ9xvGcDSD.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Wrong Missy,https://image.tmdb.org/t/p/w500//A2YlIrzypvhS3vTFMcDkG3xLvac.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lassie Come Home,https://image.tmdb.org/t/p/w500//ffhVZGWhQdy2RY2EukRr4aQilu5.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Wicker Man,https://image.tmdb.org/t/p/w500//9G6TBckQUKdx3dnn55abUCmonRX.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Babylon A.D.,https://image.tmdb.org/t/p/w500//kt9nqD0uOar8IVE9191HXhWOXKI.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Doraemon: Nobita and the Galaxy Super-express,https://image.tmdb.org/t/p/w500//hRIyZ1Gi9CpXioiOKhpk4U9M6Me.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Boogie Nights,https://image.tmdb.org/t/p/w500//wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Escape from L.A.,https://image.tmdb.org/t/p/w500//3L9lL2eUsmLNNfENPwNOc82Hzpw.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Showroom,https://image.tmdb.org/t/p/w500//rMtfinteQu34A9mGKBOW0BY7zT0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Science Fiction Volume One: The Osiris Child,https://image.tmdb.org/t/p/w500//3sx69bH2n2tgvknvq2VROJ6lEXS.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Salvation,https://image.tmdb.org/t/p/w500//xQsv3OI8UT6s9Rn3C0WxO24bnEx.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Stay Alive,https://image.tmdb.org/t/p/w500//hsSJwroE7jugEROB8tmyxJP91Ho.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Silent Twins,https://image.tmdb.org/t/p/w500//wjO3QS3mD2t8F5u5nIbzQ1ov8dN.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Informer,https://image.tmdb.org/t/p/w500//pbGveUC8mk0QRkdXpERPLbMFnrg.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Un novio para mi mujer,https://image.tmdb.org/t/p/w500//AbgXT9glk2O0ELr5JPTikRJtt9Q.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Around the World in 80 Days,https://image.tmdb.org/t/p/w500//bBiMw6Jtg8tSTcEq8jFV7qk9TRW.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hostiles,https://image.tmdb.org/t/p/w500//rqoezyB51GfhiloOB5ZErg5HXas.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Starship Troopers: Invasion,https://image.tmdb.org/t/p/w500//xJJY16XSazUgDvbWEXQ1ulLiz8q.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Invasion of the Body Snatchers,https://image.tmdb.org/t/p/w500//5oNHdVo0vTsaC47Jv2Wb4eeo4V4.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Madly Madagascar,https://image.tmdb.org/t/p/w500//1M8J7tpy5Vnkewp1BFS82abGOFD.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Ruins,https://image.tmdb.org/t/p/w500//6HpicbiT7xmlMjQXOSCeNoLZGpf.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
All Quiet on the Western Front,https://image.tmdb.org/t/p/w500//2HHFfieloWJcIz5PU3NKrv1i6DJ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Love, Strange Love",https://image.tmdb.org/t/p/w500//qXwsEYqB2nFIEaCwhYkPbfv9nZ9.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,https://image.tmdb.org/t/p/w500//yWHlgPlMP8nPtyL3orr6vS74Y4V.jpg,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Family,https://image.tmdb.org/t/p/w500//3ER4u7T951pMv60hL5bUN6WsAMV.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Friend's Mom,https://image.tmdb.org/t/p/w500//19ly5EebC8LlejpbWWSBEMqtJz1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blood Money,https://image.tmdb.org/t/p/w500//oX09oi63n3xlmaej3OvtA6PBQ4A.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Exorcism of Anna Ecklund,https://image.tmdb.org/t/p/w500//8oiVf0S6IFbi9gt6isVjMFVBo16.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Holes,https://image.tmdb.org/t/p/w500//o2Dm2mcE1qW8vT0bpsJO5OMBbqa.jpg,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Juno,https://image.tmdb.org/t/p/w500//jNIn2tVhpvFD6P9IojldI3mNYcn.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Gools,https://image.tmdb.org/t/p/w500//wQkbRMCM90EELAtl9MJZSbLm4A1.jpg,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Groundhog Day,https://image.tmdb.org/t/p/w500//gCgt1WARPZaXnq523ySQEUKinCs.jpg,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Mermaid Down,https://image.tmdb.org/t/p/w500//m0cgUI2EhNcFS4PlUHccdnJ9HTo.jpg,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
Ma,https://image.tmdb.org/t/p/w500//6n7ASmQ1wY2cxTubFFGlcvPpyk7.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sofia the First: Once Upon a Princess,https://image.tmdb.org/t/p/w500//znnOjcIOE6bbuwpBSKPU3WfCUpj.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Little Mermaid Live!,https://image.tmdb.org/t/p/w500//mVZklqsmbbkOgTG4o0nVtM8rJ82.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stronger,https://image.tmdb.org/t/p/w500//nnkxdFeY7YAgnicxkvwuxY7gVaT.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Patema Inverted,https://image.tmdb.org/t/p/w500//223gfNQsEbvny7IRxyw6bcsxY8Q.jpg,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
The Pagemaster,https://image.tmdb.org/t/p/w500//iIWUuCjN8VND7BDugvf45LveA6p.jpg,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Girl in the Spider's Web,https://image.tmdb.org/t/p/w500//w4ibr8R702DCjwYniry1D1XwQXj.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Okja,https://image.tmdb.org/t/p/w500//pHlRr2MfjK77VIIAO7p0R4jhsJI.jpg,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Cheaper by the Dozen 2,https://image.tmdb.org/t/p/w500//gcyF0uVDtt6s0sKYW6izli3zL15.jpg,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Am Vanessa Guillen,https://image.tmdb.org/t/p/w500//oiTbbSvw8JWm21SjTrVQUqmzaRy.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes, God, Yes",https://image.tmdb.org/t/p/w500//tDLPRPNKqNCZXEurLTT70rMJpgK.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The House That Jack Built,https://image.tmdb.org/t/p/w500//bMUGNkPaHOurcBK9g3XpJx3fxuO.jpg,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Crazy About Her,https://image.tmdb.org/t/p/w500//hPBJckYsL1UOsz44InZ2wYJyJTy.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beyond the Reach,https://image.tmdb.org/t/p/w500//t6m6ICEG7KrnyYQpROISURkuCD5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lost Bullet,https://image.tmdb.org/t/p/w500//qnlChF8U4diiykXQYs1miigGy7t.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Justice League: Crisis on Two Earths,https://image.tmdb.org/t/p/w500//5Cjrxbv0BIxzgKFC9PYcgmPtnMV.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Les Complices,https://image.tmdb.org/t/p/w500//bTzrco0Ove8GyxibTfTELKCBh3.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Thousand Words,https://image.tmdb.org/t/p/w500//4BoeDiKFqKwq4mfU8ITDLglFyoc.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Born To Fly,https://image.tmdb.org/t/p/w500//jqJe5jn3cKlspBpOpS8kR1Wfc36.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
